Rk,Player,Age,Pos,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,YR,TEAM
1,Michael Cage,26,PF,70,36.9,5,10.6,0.47,0,0,0,5,10.6,0.471,0.47,4.5,6.6,0.688,5.2,7.9,13,1.5,1.3,0.8,2.2,2.7,14.5,,1988,LAC
2,Benoit Benjamin,23,C,59,32.9,5.2,10.5,0.491,0,0.1,0,5.2,10.4,0.496,0.491,2.7,3.9,0.706,1.7,6.3,8,2.6,0.8,3.4,3.4,3.1,13,,1988,LAC
3,Mike Woodson,29,SG,77,31.7,7,15.8,0.445,0.2,1,0.231,6.8,14.8,0.459,0.452,3.7,4.3,0.868,0.8,1.6,2.4,3.4,1.4,0.3,2.3,2.6,18,,1988,LAC
4,Larry Drew,29,PG,51,27.4,4.4,9.7,0.456,0.4,1.2,0.289,4.1,8.5,0.479,0.474,1.1,1.5,0.769,0.3,1.3,1.6,5.2,0.9,0,2.1,1.5,10.3,,1988,LAC
5,Joe Wolf,23,C,26,27.1,3.2,8,0.407,0.1,0.4,0.2,3.2,7.6,0.417,0.412,1.1,1.3,0.833,1.2,3.2,4.5,2.3,0.9,0.4,1.8,3.3,7.6,,1988,LAC
6,Reggie Williams,23,SF,14,24.5,4.3,12.2,0.356,0.4,1.7,0.224,4,10.5,0.377,0.371,1.4,1.9,0.727,1.6,1.8,3.4,1.7,0.8,0.6,1.8,3.1,10.4,,1988,LAC
7,Greg Kite,26,C,19,24.4,2.1,4.6,0.456,0,0,0,2.1,4.5,0.459,0.456,1,1.8,0.534,1.9,4.1,6,1.1,0.4,1.3,1.6,3.4,5.1,,1988,LAC
8,Kenny Fields,25,SF,0,22,2.3,5.1,0.444,0,0,,2.3,5.1,0.444,0.444,2.9,3.7,0.769,1.9,2.3,4.1,1.4,0.7,0.3,2.7,2.4,7.4,,1988,LAC
9,Ken Norman,23,SF,28,21.7,3.7,7.6,0.482,0,0.2,0,3.7,7.4,0.492,0.482,1.3,2.6,0.512,1.5,2.5,4,1.2,0.7,0.5,1.6,1.9,8.6,,1988,LAC
10,Darnell Valentine,28,PG,31,20.7,2.8,6.7,0.418,0.2,0.4,0.455,2.6,6.3,0.416,0.432,1.3,1.7,0.743,0.5,1.5,2,4.8,1.5,0.1,1.9,1.7,7.1,,1988,LAC
11,Eric White,22,SF,4,20.7,3.9,7.3,0.532,0.1,0.1,1,3.8,7.2,0.528,0.536,2.6,3.4,0.789,1.8,1.8,3.6,0.5,0.4,0.2,1.2,1.9,10.5,,1988,LAC
12,Quintin Dailey,27,SG,7,19.1,4.9,11.3,0.434,0,0.2,0.167,4.9,11.1,0.439,0.436,3.6,4.7,0.776,0.9,1.4,2.3,1.6,1,0.1,1.8,1.9,13.4,,1988,LAC
13,Tod Murphy,24,PF,0,19,1,1,1,0,0,,1,1,1,1,3,4,0.75,1,1,2,2,1,0,0,2,5,,1988,LAC
14,Steve Burtt,25,SG,0,16.4,3.3,7.3,0.449,0,0.2,0,3.3,7.1,0.463,0.449,2.5,3.6,0.681,0.3,1.1,1.4,2,0.5,0.3,2.1,2.9,9,,1988,LAC
15,Earl Cureton,30,PF,11,16.3,1.9,4.5,0.429,0,0,0,1.9,4.4,0.433,0.429,0.5,0.9,0.524,1.4,2.5,3.9,0.9,0.5,0.5,0.8,2,4.3,,1988,LAC
16,Norris Coleman,26,SF,11,14.9,2.3,6.6,0.346,0,0.1,0.5,2.2,6.5,0.344,0.348,0.7,1.2,0.556,1.2,1.6,2.8,0.4,0.4,0.2,0.6,1.8,5.3,,1988,LAC
17,Claude Gregory,29,PF,2,13.6,2.7,5.8,0.455,0,0,0,2.7,5.8,0.459,0.455,0.5,1.6,0.333,1.6,2.5,4.1,0.7,0.4,0.6,1,1.6,5.8,,1988,LAC
18,Michael Phelps,26,SG,0,11.5,1.5,3.5,0.429,0,0,,1.5,3.5,0.429,0.429,1.5,2,0.75,0,1,1,1.5,2.5,0,1,0.5,4.5,,1988,LAC
19,Martin Nessley,22,C,0,8.4,0.5,1.4,0.367,0,0,,0.5,1.4,0.367,0.367,0.2,0.4,0.5,0.6,1.5,2.1,0.5,0.2,0.3,0.6,2.2,1.2,,1988,LAC
20,Lancaster Gordon,25,SG,0,8.1,1.4,3.9,0.355,0,0,,1.4,3.9,0.355,0.355,0.8,0.8,1,0.3,0.3,0.5,0.9,0.1,0.3,0.5,1,3.5,,1988,LAC
,Team Totals,,,82,241.5,38.9,87.7,0.443,1,3.9,0.249,3189,7190.1,0.452,0.449,20,28.1,0.713,14.5,3526.5,43.2,23,8.8,6.3,18.7,23.3,98.8,,1988,LAC
1,Byron Scott,26,SG,81,37.6,8.8,16.6,0.527,0.8,2.2,0.346,8,14.4,0.554,0.55,3.4,3.9,0.858,0.9,3.2,4.1,4.1,1.9,0.3,2,2.5,21.7,,1988,LAL
2,Magic Johnson,28,PG,70,36.6,6.8,13.8,0.492,0.2,0.8,0.196,6.7,13.1,0.51,0.497,5.8,6.8,0.853,1.2,5,6.2,11.9,1.6,0.2,3.7,2,19.6,"MVP-3,AS,NBA1",1988,LAL
3,James Worthy,26,SF,72,35.4,8.2,15.5,0.531,0,0.2,0.125,8.2,15.3,0.537,0.532,3.2,4.1,0.796,1.7,3.3,5,3.9,1,0.7,2.1,2.3,19.7,AS,1988,LAL
4,A.C. Green,24,PF,64,32.1,3.9,7.8,0.503,0,0,0,3.9,7.8,0.505,0.503,3.6,4.6,0.773,3,5.7,8.7,1.1,1.1,0.5,1.5,2.5,11.4,,1988,LAL
5,Michael Cooper,31,SG,8,29.4,3.1,7.9,0.392,0.9,2.9,0.32,2.2,5,0.434,0.451,1.6,1.9,0.858,0.8,2.9,3.7,4.7,1.1,0.4,1.7,2.2,8.7,DPOY-5,1988,LAL
6,Kareem Abdul-Jabbar,40,C,80,28.9,6,11.3,0.532,0,0,0,6,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6,1.7,0.6,1.2,2,2.7,14.6,AS,1988,LAL
7,Mychal Thompson,33,C,0,25.1,4.6,9,0.512,0,0,0,4.6,9,0.515,0.512,2.3,3.7,0.634,2.5,3.6,6.1,0.8,0.5,1,1.4,3.1,11.6,,1988,LAL
8,Tony Campbell,25,SF,1,18.6,4.4,7.8,0.564,0.1,0.2,0.333,4.3,7.5,0.571,0.569,2.2,3,0.718,0.6,1.5,2.1,1.2,0.8,0.2,2,3.2,11,,1988,LAL
9,Wes Matthews,28,PG,8,13.8,2.2,4.9,0.46,0.1,0.6,0.233,2.1,4.3,0.491,0.474,1.1,1.3,0.831,0.3,1,1.3,2.7,0.5,0.1,1.4,1.3,5.7,,1988,LAL
10,Kurt Rambis,29,PF,20,12.1,1.5,2.7,0.548,0,0,,1.5,2.7,0.548,0.548,1,1.3,0.785,1.5,2.4,3.8,0.8,0.6,0.2,0.8,1.5,4,,1988,LAL
11,Milt Wagner,24,SG,4,9.5,1.6,3.7,0.422,0.1,0.3,0.2,1.5,3.4,0.438,0.429,0.7,0.7,0.897,0.1,0.6,0.7,1.5,0.2,0.1,0.6,1.1,3.8,,1988,LAL
12,Mike Smrek,25,C,2,8.8,0.9,2.1,0.427,0,0,,0.9,2.1,0.427,0.427,0.9,1.4,0.667,0.6,1.2,1.8,0.2,0.1,0.9,0.6,2.2,2.8,,1988,LAL
13,Ray Tolbert,29,PF,0,5.9,1.1,2,0.571,0,0,,1.1,2,0.571,0.571,0.7,0.9,0.769,0.6,0.8,1.4,0.4,0.2,0.2,0.8,1,3,,1988,LAL
14,Billy Thompson,24,SF,0,4.2,0.3,1.4,0.231,0,0,,0.3,1.4,0.231,0.231,0.9,1.1,0.8,0.2,0.8,1,0.1,0.1,0,0.7,1.2,1.6,,1988,LAL
15,Jeff Lamp,28,SF,0,2.3,0,0,,0,0,,0,0,,,0.7,0.7,1,0,0,0,0,0,0,0,0.3,0.7,,1988,LAL
,Team Totals,,,82,241.5,43.6,86.3,0.505,1.7,5.8,0.297,3574.3,7072.2,0.52,0.515,23.9,30.2,0.789,13.1,3550.9,43.5,28.6,8.2,4.9,16.1,20.9,112.8,,1988,LAL
1,Jack Sikma,32,PF,82,35.6,6.3,12.9,0.486,0,0.2,0.214,6.2,12.7,0.489,0.487,3.9,4.2,0.922,2.4,6.3,8.6,3.4,1.1,1,1.9,3.9,16.5,,1988,MIL
2,Terry Cummings,26,PF,76,34.6,8.9,18.3,0.485,0,0,0.333,8.9,18.3,0.485,0.485,3.6,5.3,0.665,2.4,4.9,7.3,2.4,1,0.6,2.2,3.6,21.3,,1988,MIL
3,Paul Pressey,29,SG,75,33.1,4.6,9.4,0.491,0.1,0.5,0.205,4.5,8.8,0.508,0.497,3.8,4.8,0.798,1.7,3.3,5,7,1.5,0.5,2.6,3.1,13.1,DPOY-8,1988,MIL
4,Randy Breuer,27,C,73,27.9,4.8,9.7,0.495,0,0,,4.8,9.7,0.495,0.495,2.3,3.5,0.657,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12,,1988,MIL
5,Ricky Pierce,28,SG,0,26.1,6.7,13.1,0.51,0.1,0.4,0.214,6.6,12.8,0.519,0.513,2.9,3.3,0.877,0.8,1.4,2.2,2,0.6,0.2,1.5,2.5,16.4,,1988,MIL
6,Sidney Moncrief,30,SG,51,25.5,3.9,7.9,0.489,0.1,0.6,0.161,3.8,7.4,0.513,0.494,2.9,3.5,0.837,1,2.2,3.2,3.6,0.7,0.3,1.5,1.9,10.8,,1988,MIL
7,Craig Hodges,27,SG,0,22.9,3.6,8,0.449,1.3,2.7,0.466,2.3,5.3,0.441,0.529,0.7,0.9,0.821,0.3,0.8,1.1,2.5,0.7,0,1.1,1.9,9.2,,1988,MIL
8,John Lucas,34,PG,22,21.8,3.5,7.8,0.445,0.6,1.9,0.338,2.8,5.9,0.479,0.486,1.6,2,0.802,0.4,1.6,2,4.8,1.1,0,1.5,1.3,9.2,,1988,MIL
9,Larry Krystkowiak,23,PF,7,21,2.6,5.3,0.481,0,0.1,0,2.6,5.3,0.487,0.481,2.1,2.5,0.811,1.8,2.9,4.6,1,0.4,0.2,1.1,2.7,7.2,,1988,MIL
10,Jerry Reynolds,25,SF,21,18.7,3,6.8,0.449,0,0.1,0.429,3,6.6,0.449,0.452,1.9,2.5,0.773,1.1,1.5,2.6,1.7,1.2,0.5,1.7,1.6,8,,1988,MIL
11,Paul Mokeski,31,C,0,14.1,1.7,3.5,0.476,0,0.1,0,1.7,3.4,0.485,0.476,0.9,1.2,0.708,1.2,2.5,3.7,0.4,0.5,0.5,0.8,3.2,4.2,,1988,MIL
12,Jay Humphries,25,PG,0,14,1.1,3,0.37,0,0.1,0,1.1,2.9,0.385,0.37,0.5,0.8,0.643,0.3,1,1.3,2.3,1.1,0.1,1.1,1.3,2.7,,1988,MIL
13,Pace Mannion,27,SF,1,13.6,1.4,3.4,0.407,0.1,0.3,0.167,1.3,3,0.434,0.415,0.7,1.1,0.676,0.5,1,1.5,1.6,0.4,0.2,0.7,1.5,3.5,,1988,MIL
14,Dave Hoppen,23,C,0,11.7,1.3,3.7,0.364,0,0,,1.3,3.7,0.364,0.364,1,1,1,1.3,1,2.3,0.7,0,0,0.7,1,3.7,,1988,MIL
15,Conner Henry,24,SG,2,10.4,0.9,2.9,0.317,0.1,0.4,0.333,0.8,2.5,0.314,0.341,0.3,0.5,0.571,0.4,1,1.4,2.1,0.3,0.1,1,0.8,2.3,,1988,MIL
16,Charles Davis,29,SF,0,7.8,1.2,3.6,0.333,0,0.4,0,1.2,3.2,0.375,0.333,0,0,,0.2,0.4,0.6,0.6,0.4,0.2,1,0.8,2.4,,1988,MIL
17,John Stroeder,29,PF,0,6.6,0.7,1.9,0.367,0,0,0,0.7,1.9,0.377,0.367,0.5,0.7,0.667,0.6,1.1,1.7,0.5,0.1,0.3,0.6,1.2,1.9,,1988,MIL
18,Rickie Winslow,23,SF,0,6.4,0.4,1.9,0.231,0,0.1,0,0.4,1.7,0.25,0.231,0.1,0.3,0.5,0.4,0.6,1,0.3,0.1,0,0.6,1.3,1,,1988,MIL
19,Andre Moore,23,SF,0,5.3,0.7,1,0.667,0,0,,0.7,1,0.667,0.667,0,0.7,0,0.3,0.3,0.7,0.3,0,0,0.3,0.7,1.3,,1988,MIL
20,Dudley Bradley,30,SG,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0.5,0.5,0.5,0,0,0,1,0,,1988,MIL
,Team Totals,,,82,241.2,41,86.3,0.475,1.6,5,0.324,3364.4,7074,0.485,0.485,22.3,28.8,0.775,13.6,3438.4,42.1,26.8,8.2,4.6,15.5,24.3,106.1,,1988,MIL
1,Mark Jackson,22,PG,80,39.6,5.3,12.4,0.432,0.4,1.5,0.254,5,10.8,0.458,0.448,2.5,3.2,0.774,1.5,3.4,4.8,10.6,2.5,0.1,3.1,3,13.6,"MVP-13,ROY-1",1988,NYK
2,Gerald Wilkins,24,SG,78,33.4,7.3,16.3,0.446,0.5,1.6,0.302,6.8,14.8,0.462,0.461,2.4,3,0.786,1.3,2,3.3,4,1.1,0.3,2.6,2.3,17.4,,1988,NYK
3,Patrick Ewing,25,C,82,31,8,14.4,0.555,0,0,0,8,14.4,0.556,0.555,4.2,5.8,0.716,3,5.3,8.2,1.5,1.3,3,3.5,4,20.2,"DPOY-5,AS,NBA2",1988,NYK
4,Kenny Walker,23,SF,61,26.1,4.2,8.9,0.473,0,0,0,4.2,8.9,0.473,0.473,1.7,2.2,0.775,2.3,2.4,4.7,1,0.8,0.7,1,3.5,10.1,,1988,NYK
5,Sidney Green,27,PF,65,25,3.1,7.1,0.441,0,0,0,3.1,7.1,0.443,0.441,1.5,2.3,0.663,2.7,5.1,7.8,1.1,0.8,0.4,1.8,3.9,7.8,,1988,NYK
6,Johnny Newman,24,SF,25,20.6,3.5,8.1,0.435,0.3,1.2,0.28,3.2,6.8,0.463,0.456,2.7,3.2,0.841,1.1,0.9,2.1,0.8,0.9,0.1,1.3,2.6,10,,1988,NYK
7,Bill Cartwright,30,C,4,20.4,3.5,6.4,0.544,0,0,,3.5,6.4,0.544,0.544,4.1,5.2,0.798,1.5,3.1,4.7,1,0.5,0.5,1.6,2.9,11.1,,1988,NYK
8,Trent Tucker,28,SG,4,17.6,2.7,6.4,0.424,1,2.4,0.413,1.7,4.1,0.431,0.5,0.7,1,0.718,0.5,1.2,1.7,1.6,0.7,0.1,0.7,2.2,7.1,,1988,NYK
9,Rory Sparrow,29,PG,0,17.3,1.7,6.3,0.263,0,0.3,0,1.7,6,0.278,0.263,0,0,,0.3,0.3,0.7,1.7,1.3,0,2,2.3,3.3,,1988,NYK
10,Ray Tolbert,29,PF,0,16.1,1.7,3.7,0.463,0,0,,1.7,3.7,0.463,0.463,0.8,1.5,0.529,1.3,1.9,3.2,0.5,0.5,0.2,0.9,2.3,4.3,,1988,NYK
11,Pat Cummings,31,PF,9,15.3,2.3,5,0.456,0,0,0,2.3,4.9,0.458,0.456,1,1.3,0.738,1.3,2.5,3.8,0.6,0.3,0.2,1,2.3,5.5,,1988,NYK
12,Chris McNealy,26,PF,0,13.9,1.2,3.9,0.311,0,0,,1.2,3.9,0.311,0.311,1.1,1.6,0.677,1.3,2.1,3.4,1.2,0.8,0.1,0.9,2.6,3.5,,1988,NYK
13,Bob Thornton,25,PF,0,12.1,0.9,2.7,0.316,0,0,,0.9,2.7,0.316,0.316,0.7,1.1,0.625,0.7,1.1,1.9,0.6,0.3,0,1.1,3.3,2.4,,1988,NYK
14,Gerald Henderson,32,PG,2,11.5,0.8,2.3,0.357,0.3,0.7,0.5,0.5,1.7,0.3,0.429,0.3,0.3,1,0.2,1.5,1.7,2.2,0.3,0,1.3,2.3,2.3,,1988,NYK
15,Tony White,22,PG,0,9.8,1.4,3.8,0.37,0,0.1,0,1.4,3.8,0.378,0.37,0.8,1.1,0.692,0.1,0.2,0.3,0.8,0.1,0,1.1,1.2,3.6,,1988,NYK
16,Billy Donovan,22,PG,0,8.3,1,2.5,0.404,0,0.2,0,1,2.3,0.431,0.404,0.4,0.5,0.81,0.1,0.5,0.6,2,0.4,0,1,0.8,2.4,,1988,NYK
17,Rick Carlisle,28,SG,0,7.8,1.1,2.6,0.433,0.2,0.7,0.353,0.9,1.9,0.46,0.478,0.4,0.4,0.909,0.2,0.3,0.5,1.2,0.4,0.2,0.8,1.5,2.8,,1988,NYK
18,Sedric Toney,25,PG,0,6.6,1,2.3,0.438,0.2,0.7,0.357,0.8,1.6,0.471,0.49,0.5,0.5,0.909,0.1,0.2,0.4,1.1,0.4,0,0.6,1,2.7,,1988,NYK
19,Louis Orr,29,SF,0,6.2,0.6,1.7,0.32,0,0,0,0.6,1.7,0.327,0.32,0.3,0.6,0.5,0.4,0.7,1.2,0.3,0.2,0,0.5,0.9,1.4,,1988,NYK
20,Carey Scurry,25,SF,0,2,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.5,0,0,,0.3,0.5,0.8,0.3,0.5,0.3,0.5,0.8,0.5,,1988,NYK
,Team Totals,,,82,241.5,41,88.2,0.465,2.2,6.9,0.316,3360.8,7225.1,0.478,0.477,21.3,28.1,0.759,15.7,3464.3,42.4,24.5,9.6,5.4,18.5,28.8,105.5,,1988,NYK
1,Charles Barkley,24,PF,80,39.6,9.4,16,0.587,0.6,2,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,"MVP-4,AS,NBA1",1988,PHI
2,Mike Gminski,28,C,47,37.6,6.2,13.9,0.445,0,0,,6.2,13.9,0.445,0.445,4.5,4.8,0.938,3.5,7,10.5,1.8,0.8,1.8,2,2.1,16.9,,1988,PHI
3,Maurice Cheeks,31,PG,79,36.3,5.4,10.9,0.495,0,0.3,0.136,5.4,10.7,0.504,0.497,2.9,3.5,0.825,0.7,2.5,3.2,8,2.1,0.3,2,1.5,13.7,"DPOY-8,AS",1988,PHI
4,Cliff Robinson,27,SF,51,34,7.8,16.8,0.464,0,0.1,0.222,7.8,16.6,0.466,0.465,3.4,4.7,0.717,1.9,4.7,6.5,2.1,1.3,0.6,2.6,3.1,19,,1988,PHI
5,Roy Hinson,26,SF,10,29.1,4.2,9.4,0.452,0,0,0,4.2,9.3,0.454,0.452,3.1,4.3,0.718,1.8,4,5.8,0.9,0.8,2.3,2.2,3.1,11.6,,1988,PHI
6,Tim McCormick,25,C,17,26.1,3.1,6,0.514,0,0,,3.1,6,0.514,0.514,1.6,2.3,0.698,2.1,4.1,6.3,1.1,0.6,0.3,1.5,3.3,7.8,,1988,PHI
7,David Wingate,24,SG,22,23.3,3.6,8.9,0.4,0.2,0.7,0.25,3.4,8.3,0.412,0.409,1.6,2.2,0.75,0.7,0.9,1.7,2,0.8,0.4,1.7,2,8.9,,1988,PHI
8,Albert King,28,SF,44,22.1,2.9,7.5,0.391,0.2,0.7,0.347,2.7,6.8,0.395,0.406,1.1,1.4,0.757,1,2,3,1.5,0.5,0.3,1.3,3,7.2,,1988,PHI
9,Gerald Henderson,32,PG,3,20.8,2.7,6.4,0.431,1,2.3,0.421,1.8,4.1,0.436,0.507,2,2.4,0.81,0.4,1,1.4,3.2,1,0.1,1.8,2.5,8.4,,1988,PHI
10,Ben Coleman,26,PF,14,19.6,2.6,5,0.516,0,0,0,2.6,4.9,0.519,0.516,1.8,2.3,0.752,1.3,2.8,4.1,0.5,0.3,0.6,1.3,2.8,6.9,,1988,PHI
11,Andrew Toney,30,SG,15,18,2.5,5.9,0.421,0.3,0.9,0.333,2.2,5,0.438,0.447,2,2.5,0.806,0.3,1.3,1.6,3.7,0.4,0.2,1.7,1.2,7.3,,1988,PHI
12,Vincent Askew,21,SG,2,16.7,1.6,5.3,0.297,0,0,,1.6,5.3,0.297,0.297,0.6,0.8,0.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7,,1988,PHI
13,Dave Henderson,23,SG,1,16,2.1,5.3,0.405,0,0,0,2.1,5.2,0.409,0.405,1.5,2.1,0.681,0.5,1.1,1.6,1.5,0.5,0.2,1.8,1.9,5.7,,1988,PHI
14,Mark McNamara,28,C,18,13.8,1.2,3.2,0.391,0,0,,1.2,3.2,0.391,0.391,1.1,1.6,0.727,1.6,2.2,3.7,0.4,0.1,0.3,0.6,1.6,3.6,,1988,PHI
15,Danny Vranes,29,SF,5,13.5,0.9,2.1,0.438,0,0.1,0,0.9,2.1,0.449,0.438,0.3,0.6,0.429,0.8,1.3,2.1,0.6,0.5,0.6,0.4,1.8,2.1,,1988,PHI
16,Chris Welp,24,C,0,13.2,1.8,3.1,0.581,0,0,,1.8,3.1,0.581,0.581,1.2,1.8,0.667,1.1,1.3,2.4,0.5,0.5,0.5,0.9,2.5,4.8,,1988,PHI
17,Steve Colter,25,PG,0,12.7,1.3,3.3,0.375,0,0,,1.3,3.3,0.375,0.375,0.6,0.8,0.778,0.6,0.9,1.5,2.2,0.5,0,0.9,1.7,3.1,,1988,PHI
18,Bob Thornton,25,PF,2,12.4,1.4,2.7,0.532,0,0,0,1.4,2.7,0.541,0.532,0.7,1.1,0.617,1,1.4,2.4,0.3,0.2,0.1,0.7,2,3.6,,1988,PHI
,Team Totals,,,82,242.7,39.2,82.7,0.474,1.9,5.7,0.323,3212.1,6779.3,0.485,0.485,25.5,33.3,0.764,14.9,3511.1,43,23.1,8.2,5.7,17.5,22.8,105.7,,1988,PHI
1,Larry Nance,28,PF,34,36.9,8.2,15.4,0.531,0.1,0.1,0.4,8.1,15.3,0.532,0.532,4.7,6.2,0.751,3,6.9,9.9,3.1,1.1,2.4,2.7,3.8,21.1,,1988,PHO
2,Armen Gilliam,23,PF,53,32.9,6.2,13.1,0.475,0,0,,6.2,13.1,0.475,0.475,2.4,3.5,0.679,2.4,5.5,7.9,1.3,1.1,0.5,2.2,2.6,14.8,,1988,PHO
3,James Edwards,32,C,42,32,5.9,12.6,0.469,0,0,0,5.9,12.6,0.47,0.469,3.8,6,0.635,2.3,5.5,7.8,1.7,0.3,0.7,2.5,3.7,15.7,,1988,PHO
4,Mark West,27,C,29,31.6,4.6,8.9,0.521,0,0,0,4.6,8.8,0.523,0.521,2.6,4.6,0.568,2.8,5.5,8.3,0.8,0.8,2.3,2.8,3.7,11.8,,1988,PHO
5,Kevin Johnson,21,PG,25,31.2,4.7,10.2,0.463,0.1,0.5,0.2,4.6,9.6,0.478,0.468,3,3.5,0.859,0.9,3.3,4.3,8.7,1.5,0.3,2.3,2.1,12.6,,1988,PHO
6,Jay Humphries,25,PG,33,31.1,5.3,9.7,0.545,0.1,0.3,0.188,5.2,9.4,0.558,0.549,2.1,2.8,0.741,0.9,2.1,3,7.1,1.2,0.1,2.2,3.1,12.7,,1988,PHO
7,Eddie Johnson,28,SF,59,29.8,7.3,15.2,0.48,0.3,1.3,0.255,7,13.9,0.501,0.491,2.8,3.3,0.85,1.7,2.7,4.4,2.5,0.5,0.1,1.9,2.6,17.7,,1988,PHO
8,Walter Davis,33,SF,48,28.7,7.2,15.2,0.473,0.5,1.4,0.375,6.6,13.8,0.483,0.491,3,3.4,0.887,0.5,1.9,2.3,4.1,1.3,0,1.9,1.9,17.9,,1988,PHO
9,Jeff Hornacek,24,SG,49,27.4,3.7,7.4,0.506,0.2,0.7,0.293,3.5,6.7,0.528,0.52,1.9,2.3,0.822,0.9,2.3,3.2,6.6,1.3,0.1,1.9,1.8,9.5,,1988,PHO
10,Alvan Adams,33,C,25,20.1,3.1,6.2,0.496,0,0,0.5,3,6.1,0.496,0.497,1.3,1.6,0.844,1.4,3,4.5,2.2,1,0.5,1.7,3,7.5,,1988,PHO
11,Craig Hodges,27,SG,0,20.1,3.8,7.7,0.489,1.3,2.5,0.544,2.4,5.3,0.463,0.576,1.2,1.4,0.844,0.3,1.1,1.4,1.9,0.7,0.1,1.2,1.7,10.1,,1988,PHO
12,Tyrone Corbin,25,SF,1,19.7,3.3,6.8,0.488,0,0.1,0.333,3.3,6.7,0.49,0.49,1.1,1.3,0.825,1.6,2.7,4.3,2,1,0.1,1.3,1.8,7.7,,1988,PHO
13,Bernard Thompson,25,SF,7,15.3,2,4.3,0.465,0,0.1,0,2,4.2,0.471,0.465,1.2,1.6,0.717,1.1,1,2.1,1.4,0.6,0,0.6,2,5.2,,1988,PHO
14,James Bailey,30,PF,0,13.4,1.7,3.7,0.452,0,0.1,0,1.7,3.6,0.46,0.452,1.1,1.4,0.787,1.1,2.1,3.2,0.6,0.3,0.4,1.1,2.8,4.4,,1988,PHO
15,Mike Sanders,27,SF,5,13.3,2.3,4.9,0.48,0,0,0,2.3,4.9,0.482,0.48,1.1,1.5,0.736,0.8,1,1.8,0.9,0.5,0.1,0.8,2.1,5.8,,1988,PHO
16,Jeff Cook,31,PF,0,10.9,0.4,1.8,0.237,0,0,0,0.4,1.8,0.241,0.237,0.7,0.8,0.821,1.1,2.1,3.2,0.4,0.3,0.2,0.4,1.9,1.5,,1988,PHO
17,Bill Martin,25,SF,0,10.1,1.6,5.1,0.314,0,0.1,0,1.6,5,0.32,0.314,0.8,1.3,0.615,0.9,1.8,2.7,0.6,0.5,0,0.9,1.6,4,,1988,PHO
18,Winston Crite,22,SF,0,8.9,1.2,2.3,0.5,0,0,,1.2,2.3,0.5,0.5,0.7,0.9,0.76,0.9,1.3,2.2,0.5,0.2,0.3,0.9,1.4,3,,1988,PHO
19,Ron Moore,26,C,0,6.8,1,3.2,0.313,0,0,,1,3.2,0.313,0.313,0.8,0.8,1,0,1.2,1.2,0,0.6,0,0.2,2.6,2.8,,1988,PHO
,Team Totals,,,82,240.6,43.3,89,0.486,1.4,4.4,0.331,3549.6,7297.6,0.494,0.494,20.5,26.8,0.764,13.6,3478.4,42.6,28.4,8.2,4.3,17.2,24.9,108.5,,1988,PHO
1,Clyde Drexler,25,SG,80,37.8,10.5,20.7,0.506,0.1,0.6,0.212,10.3,20.1,0.515,0.509,5.9,7.2,0.811,3.2,3.4,6.6,5.8,2.5,0.6,2.9,3.1,27,"MVP-5,DPOY-8,AS,NBA2",1988,POR
2,Jerome Kersey,25,SF,75,36.6,7.7,15.5,0.499,0,0.2,0.2,7.7,15.3,0.502,0.5,3.7,5,0.735,2.7,5.6,8.3,3.1,1.6,0.8,2,3.8,19.2,,1988,POR
3,Terry Porter,24,PG,82,36.5,5.6,10.9,0.519,0.3,0.8,0.348,5.3,10,0.533,0.533,3.3,4,0.846,0.8,3.8,4.6,10.1,1.8,0.2,3,2.5,14.9,,1988,POR
4,Kevin Duckworth,23,C,50,28.5,5.8,11.6,0.496,0,0,,5.8,11.6,0.496,0.496,4.2,5.5,0.77,2.9,4.5,7.4,0.8,0.4,0.4,2.3,3.6,15.8,MIP-1,1988,POR
5,Kiki Vandeweghe,29,SF,7,28.1,7.6,15.1,0.508,0.6,1.6,0.379,7.1,13.5,0.523,0.528,4.3,4.9,0.878,1,2,2.9,1.9,0.6,0.2,1.3,1.8,20.2,,1988,POR
6,Steve Johnson,30,C,33,24.4,6,11.3,0.529,0,0,0,6,11.3,0.53,0.529,3.4,5.8,0.586,2,3.7,5.6,1.3,0.4,0.7,2.8,3.5,15.4,AS,1988,POR
7,Caldwell Jones,37,C,77,22.5,1.6,3.3,0.487,0,0.1,0,1.6,3.3,0.494,0.487,1,1.3,0.736,1.3,3.8,5.2,1,0.4,1.3,1,3.2,4.2,,1988,POR
8,Richard Anderson,27,PF,3,20.9,2.6,6.7,0.387,0.7,2.2,0.311,1.9,4.5,0.424,0.438,0.9,1.2,0.75,1.3,3.3,4.6,1.7,0.8,0.3,1,2.1,6.7,,1988,POR
